team_name,team_id,place_rank,category,score,percent_judges_certified,name,competition_id,location,state,start_date
cast iron bbq,14877,24,pork,163.3944,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
cast iron bbq,14877,40,brisket,142.1828,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
blue pig club,14878,3,backyard champion,340.5368,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
blue pig club,14878,1,backyard chicken,174.8456,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
blue pig club,14878,6,backyard ribs,165.6912,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
atta boy bbq,14879,4,backyard champion,337.0972,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
atta boy bbq,14879,2,backyard chicken,170.2744,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
atta boy bbq,14879,5,backyard ribs,166.8228,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
lazy days bbq,14880,6,backyard champion,326.8116,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
lazy days bbq,14880,10,backyard chicken,159.9772,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
lazy days bbq,14880,4,backyard ribs,166.8344,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
mill hill barbeque company,14881,7,backyard champion,322.8572,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
mill hill barbeque company,14881,5,backyard chicken,164.5944,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
mill hill barbeque company,14881,10,backyard ribs,158.2628,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
nature boys bbq,14882,8,backyard champion,321.1772,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
nature boys bbq,14882,9,backyard chicken,161.7716,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
nature boys bbq,14882,8,backyard ribs,159.4056,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
house of bricks,14883,11,backyard champion,314.7884,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
house of bricks,14883,11,backyard chicken,158.8572,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
house of bricks,14883,12,backyard ribs,155.9312,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
full boar bbq,3472,44,chicken,158.7884,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
daddy and sons bbq,14884,12,backyard champion,313.6344,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
daddy and sons bbq,14884,14,backyard chicken,155.36,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
daddy and sons bbq,14884,9,backyard ribs,158.2744,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
butt buddy bbq,14885,13,backyard champion,309.6684,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
butt buddy bbq,14885,13,backyard chicken,155.4056,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
butt buddy bbq,14885,13,backyard ribs,154.2628,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
green mountain grills,14886,14,backyard champion,307.8512,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
green mountain grills,14886,12,backyard chicken,155.9084,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
green mountain grills,14886,14,backyard ribs,151.9428,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
homer's whole hog,14887,15,backyard champion,300.48,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
homer's whole hog,14887,4,backyard chicken,166.8456,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
homer's whole hog,14887,15,backyard ribs,133.6344,100,32nd Annual American Royal World Series of Barbecue (Open),3105,"Kansas City, MO",MO,2011-09-29
SMOKIN JOE'S BBQ,175,54,overall,157.12,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SMOKIN JOE'S BBQ,175,42,pork ribs,157.12,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
FARMBOY BBQ,232,13,overall,673.6,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
FARMBOY BBQ,232,22,chicken,166.2284,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
FARMBOY BBQ,232,22,pork ribs,166.8228,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
FARMBOY BBQ,232,9,pork,171.4172,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
FARMBOY BBQ,232,14,brisket,169.1316,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
FARMBOY BBQ,232,6,dessert,170.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
FARMBOY BBQ,232,12,sauce,159.3712,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIG WHISPERERS,358,55,overall,144.526,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIG WHISPERERS,358,49,brisket,144.526,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIG WHISPERERS,358,1,chili,172.5828,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,47,overall,623.8516,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,34,chicken,162.2744,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,43,pork ribs,156.5372,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,50,pork,153.0856,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,42,brisket,151.9544,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,5,anything butt,166.2284,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,7,chili,164.08,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,1,dessert,180,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Smokin Bros BBQ,405,7,sauce,163.3712,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SPITFIRE,406,2,overall,694.2860000000001,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SPITFIRE,406,15,chicken,170.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SPITFIRE,406,3,pork ribs,174.2744,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SPITFIRE,406,5,pork,173.7144,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SPITFIRE,406,2,brisket,176.0344,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIGSKIN BBQ,520,1,overall,694.8112,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIGSKIN BBQ,520,11,chicken,171.44,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIGSKIN BBQ,520,14,pork ribs,169.6684,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIGSKIN BBQ,520,7,pork,173.7028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
PIGSKIN BBQ,520,1,brisket,180,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
LUCKY'S Q,586,10,overall,681.0628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
LUCKY'S Q,586,27,chicken,164.5372,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
LUCKY'S Q,586,9,pork ribs,172.56,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
LUCKY'S Q,586,3,pork,174.8572,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
LUCKY'S Q,586,15,brisket,169.1084,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
LUCKY'S Q,586,3,dessert,176,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
DRY 2 DA BONE,986,7,overall,682.8572,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
DRY 2 DA BONE,986,2,chicken,176.5716,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
DRY 2 DA BONE,986,23,pork ribs,166.2856,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
DRY 2 DA BONE,986,16,pork,166.8572,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
DRY 2 DA BONE,986,6,brisket,173.1428,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWEDISH PIG,1146,32,overall,644.4348,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWEDISH PIG,1146,24,chicken,165.68,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWEDISH PIG,1146,35,pork ribs,161.0972,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWEDISH PIG,1146,28,pork,162.286,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWEDISH PIG,1146,38,brisket,155.3716,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
GETTIN' SAUCED,1542,11,overall,674.7656,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
GETTIN' SAUCED,1542,3,chicken,175.44,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
GETTIN' SAUCED,1542,2,pork ribs,174.2744,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
GETTIN' SAUCED,1542,33,pork,161.0972,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
GETTIN' SAUCED,1542,28,brisket,163.954,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
THE SMOKING HILLS,1670,28,overall,646.6972,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
THE SMOKING HILLS,1670,41,chicken,159.9544,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
THE SMOKING HILLS,1670,49,pork ribs,152.5028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
THE SMOKING HILLS,1670,32,pork,161.68,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
THE SMOKING HILLS,1670,9,brisket,172.56,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
THE SMOKING HILLS,1670,2,dessert,179.44,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SHIGGIN & GRINNIN,2382,5,overall,683.9428,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SHIGGIN & GRINNIN,2382,21,chicken,166.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SHIGGIN & GRINNIN,2382,12,pork ribs,169.7144,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SHIGGIN & GRINNIN,2382,2,pork,175.4056,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SHIGGIN & GRINNIN,2382,8,brisket,172.56,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWINE ASSASSINS,2386,9,overall,681.0856,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWINE ASSASSINS,2386,7,chicken,172.5484,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWINE ASSASSINS,2386,8,pork ribs,172.5716,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWINE ASSASSINS,2386,30,pork,161.7028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
SWINE ASSASSINS,2386,3,brisket,174.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
TWOLITTLEPIGSBBQ.COM,2536,27,overall,647.9088,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
TWOLITTLEPIGSBBQ.COM,2536,36,chicken,161.7144,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
TWOLITTLEPIGSBBQ.COM,2536,48,pork ribs,152.5144,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
TWOLITTLEPIGSBBQ.COM,2536,36,pork,159.9772,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
TWOLITTLEPIGSBBQ.COM,2536,4,brisket,173.7028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Croix Valley Sauces,2559,3,overall,688.5256,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Croix Valley Sauces,2559,6,chicken,173.1428,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Croix Valley Sauces,2559,27,pork ribs,165.68,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Croix Valley Sauces,2559,1,pork,177.1428,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Croix Valley Sauces,2559,10,brisket,172.56,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
Croix Valley Sauces,2559,5,dessert,173.1084,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
HOLY SMOKE,2669,5,chili,166.88,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
black dog bbq ia,3072,22,overall,662.8232,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
black dog bbq ia,3072,37,chicken,161.6916,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
black dog bbq ia,3072,26,pork ribs,165.7144,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
black dog bbq ia,3072,13,pork,170.2972,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
black dog bbq ia,3072,23,brisket,165.12,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
myassis smokin',3075,15,overall,670.1828,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
myassis smokin',3075,4,chicken,174.8572,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
myassis smokin',3075,19,pork ribs,167.9772,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
myassis smokin',3075,47,pork,154.2056,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
myassis smokin',3075,5,brisket,173.1428,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
myassis smokin',3075,2,chili,170.2744,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
totally sauced,3087,21,overall,663.9544,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
totally sauced,3087,40,chicken,160.5256,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
totally sauced,3087,5,pork ribs,173.1544,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
totally sauced,3087,27,pork,162.8572,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
totally sauced,3087,18,brisket,167.4172,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
burntout bbq co,3091,6,overall,683.3144,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
burntout bbq co,3091,9,chicken,171.9772,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
burntout bbq co,3091,1,pork ribs,176.56,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
burntout bbq co,3091,12,pork,170.8228,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
burntout bbq co,3091,27,brisket,163.9544,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
burntout bbq co,3091,2,sauce,166.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
grumpy old men bbq,3094,12,overall,674.16,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
grumpy old men bbq,3094,13,chicken,170.8228,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
grumpy old men bbq,3094,31,pork ribs,163.9772,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
grumpy old men bbq,3094,11,pork,170.8228,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
grumpy old men bbq,3094,16,brisket,168.5372,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
full boar bbq,3472,30,overall,646.16,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
full boar bbq,3472,11,pork ribs,170.2744,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
full boar bbq,3472,31,pork,161.7028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
full boar bbq,3472,36,brisket,155.3944,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
full boar bbq,3472,6,anything butt,165.68,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
full boar bbq,3472,4,sauce,164.514,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pigs in peril,3482,51,overall,466.20599999999996,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pigs in peril,3482,25,pork ribs,165.7372,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pigs in peril,3482,48,pork,153.7028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pigs in peril,3482,48,brisket,146.766,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
sin circle bbq,3583,14,overall,672.4568,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
sin circle bbq,3583,17,chicken,169.6684,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
sin circle bbq,3583,17,pork ribs,168.5484,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
sin circle bbq,3583,17,pork,166.8344,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
sin circle bbq,3583,19,brisket,167.4056,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
jed's hot mess,4015,25,overall,652.434,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
jed's hot mess,4015,39,chicken,160.5256,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
jed's hot mess,4015,29,pork ribs,164.5256,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
jed's hot mess,4015,18,pork,166.2744,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
jed's hot mess,4015,32,brisket,161.1084,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,18,overall,666.1716,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,48,chicken,156.5028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,16,pork ribs,169.1316,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,14,pork,170.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,12,brisket,170.2744,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,3,anything butt,169.7028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,9,chili,159.9312,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
case of ribs,4018,10,sauce,159.9428,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
fng bbq,4026,42,overall,634.6968,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
fng bbq,4026,30,chicken,163.9656,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
fng bbq,4026,50,pork ribs,151.9312,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
fng bbq,4026,46,pork,154.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
fng bbq,4026,25,brisket,164.5372,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,31,overall,645.0516,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,29,chicken,163.9772,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,38,pork ribs,158.8344,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,4,pork,174.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,47,brisket,147.9772,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,8,anything butt,162.2628,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,8,dessert,162.32,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
pit 9 bbq,4034,3,sauce,165.12,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
drawn to smoke,4207,26,overall,649.6688,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
drawn to smoke,4207,19,chicken,166.8572,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
drawn to smoke,4207,41,pork ribs,157.6916,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
drawn to smoke,4207,29,pork,162.24,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
drawn to smoke,4207,30,brisket,162.88,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
quetopia,4509,4,overall,688.5028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
quetopia,4509,1,chicken,179.44,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
quetopia,4509,4,pork ribs,173.7028,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
quetopia,4509,15,pork,169.68,100,32nd Annual American Royal World Series of Barbecue (Invitational),3128,"Kansas City, MO",MO,2011-09-29
