id,kcbs_competition_id,location,start_date
1278,2728,"Campo, CA",2011-08-12
1279,2729,"Eliot, ME",2011-08-13
1280,2730,"Covington, LA",2011-04-15
1281,2731,"Terre Haute, IN",2011-07-22
1282,2732,"Dillon, CO",2011-08-12
1283,2733,"Sugar Creek, MO",2011-04-29
1284,2735,"Harrisburg, PA",2011-10-07
1285,2736,"Council Bluffs, IA",2011-07-29
1286,2737,"Monroe, MI",2011-08-26
1287,2739,"Centralia, MO",2011-10-07
1288,2740,"Clarksburg, The Blue Mountains , ON",2011-07-08
1289,2741,"Lincoln, IL",2011-08-26
1290,2747,"Parsons, KS",2011-10-14
1291,2748,"Haleyville, AL",2011-06-10
1292,2749,"Quincy, IL",2011-09-09
1293,2750,"Arkansas City, KS",2011-08-26
1294,2751,"Morgan Hill, CA",2011-05-06
1295,2753,"Bakersfield, CA",2011-05-20
1296,2755,"Jeffersonville, IN",2011-06-17
1297,2757,"Kings Mountain, NC",2011-04-15
1298,2758,"Bedford, TX",2011-09-03
1299,2762,"Cameron Park, CA",2011-09-16
1300,2767,"Scottsdale, AZ",2011-03-25
1301,2783,"Fulton, MS",2011-08-19
1302,2784,"North Augusta, SC",2011-05-27
1303,2785,"Lenexa, KS",2011-06-24
1304,2786,"Richmond, MO",2011-05-06
1305,2787,"Belton, MO",2011-05-06
1306,2788,"Cullman, AL",2011-10-07
1307,2789,"Bonner Springs, KS",2011-08-26
1308,2790,"Jefferson City, MO",2011-04-15
1309,2791,"Mission, KS",2011-09-16
1310,2792,"Brockport, NY",2011-07-30
1311,2793,"Windsor, MO",2011-09-02
1312,2794,"Mt. Carmel , IL",2011-09-09
1313,2795,"Sauk Rapids, MN",2011-06-17
1314,2796,"State Center, IA",2011-06-17
1315,2797,"Sevierville, TN",2011-05-20
1316,2798,"Fairbault, MN",2011-05-20
1317,2799,"Hazelwood, MO",2011-04-29
1318,2800,"Sikeston, MO",2011-04-08
1319,2801,"St. Joseph, MO",2011-05-06
1320,2802,"Indio, CA",2011-04-30
1321,2803,"Lexington, MA",2011-04-16
1322,2804,"Brentwood, CA",2011-05-27
1323,2805,"Rancho Cordova, CA",2011-07-02
1324,2806,"Millington, TN",2011-09-09
1325,2808,"Golden City, MO",2011-10-07
1326,2809,"North Platte, NE",2011-05-06
1327,2810,"Iola, KS",2011-07-29
1328,2811,"Greenwood, SC",2011-07-08
1329,2812,"Huron, SD",2011-06-03
1330,2813,"Penn Valley, CA",2011-06-03
1331,2814,"Mesquite, NV",2011-09-02
1332,2815,"Benton, IL",2011-07-01
1333,2816,"Troy, NY",2011-07-16
1334,2817,"Chambersburg, PA",2011-10-14
1335,2818,"Hernando, MS",2011-06-10
1336,2820,"Cape Girardeau, MO",2011-08-26
1337,2821,"Springfield, MO",2011-09-16
1338,2822,"Kennesaw, GA",2011-08-26
1339,2823,"Russell, KS",2011-09-23
1340,2824,"Mt. Morris, MI",2011-06-17
1341,2825,"Belleville, IL",2011-06-17
1342,2826,"Dana Point, CA",2011-09-23
1343,2827,"Kennett, MO",2011-04-22
1344,2828,"Shakopee, MN",2011-06-10
1345,2829,"Buffalo Ranch at Pala Casino, Pala, CA",2011-04-01
1346,2830,"Gastonia, NC",2011-10-28
1347,2831,"Lebanon, KY",2011-05-20
1348,2833,"Alton, IL",2011-06-25
1349,2871,"Gilbert, AZ",2011-04-08
1350,2873,"Austin, TX",2011-05-13
1351,2874,"Conroe, TX",2011-05-20
1352,2875,"Sacramento (N), CA",2011-04-15
1353,2876,"Overland Park, KS",2011-07-01
1354,2877,"Sante Fe , NM",2011-04-22
1355,2878,"Loveland, CO",2011-04-29
1356,2879,"Las Vegas (N), NV",2011-05-06
1357,2880,"Midwest City, OK",2011-07-08
1358,2881,"Baton Rouge, LA",2011-05-27
1359,2885,"Fort Worth (SW) , TX",2011-07-15
1360,2886,"Memphis, TN",2011-07-22
1361,2887,"Birmingham, AL",2011-08-05
1362,2888,"Marietta, GA",2011-08-19
1363,2889,"Orlando, FL",2011-08-26
1364,2890,"Jackson, TN",2011-10-07
1365,2891,"Bentonville, AR",2011-10-14
1366,2892,"Greensboro, NC",2011-09-09
1367,2893,"Chesapeake, VA",2011-09-16
1368,2894,"Pittsburgh, PA",2011-09-23
1369,2896,"Evergreen Park, IL",2011-06-03
1370,2897,"Traverse City, MI",2011-06-10
1371,2898,"Madison, WI",2011-06-17
1372,2899,"Woodbury, MN",2011-06-24
1373,2900,"Indianapolis, IN",2011-08-12
1374,2907,"Fayetteville, AR",2011-09-30
1375,2908,"Sandwich, MA",2011-06-11
1376,2909,"Platte City, MO",2011-05-06
1377,2910,"Burlington, KS",2011-07-15
1378,2911,"Jasper, IN",2011-08-05
1379,2912,"Frisco, CO",2011-06-17
1380,2913,"McPherson, KS",2011-08-26
1381,2915,"Rochester, MN",2011-08-12
1382,2916,"Hermann, MO",2011-09-23
1383,2917,"Pacific, MO",2011-08-12
1384,2918,"Clarence, NY",2011-09-23
1385,2919,"Tryon, NC",2011-06-10
1386,2920,"Cameron, MO",2011-07-01
1387,2921,"Mason City, IA",2011-07-22
1388,2922,"Metropolis, IL",2011-10-07
1389,2924,"Vista, CA",2011-08-05
1390,2925,"Emporia, KS",2011-08-19
1391,2926,"Parker, CO",2011-09-02
1392,2927,"Garnett, KS",2011-10-14
1393,2928,"Laurens, SC",2011-09-30
1394,2929,"Glen Allen, VA",2011-09-16
1395,2930,"Kingsford, MI",2011-07-15
1396,2932,"Canton, GA",2011-10-14
1397,2933,"Marshall, MN",2011-08-19
1398,2934,"Hays, KS",2011-07-15
1399,2935,"Greensboro, GA",2011-09-23
1400,2936,"Anthony, KS",2011-07-15
1401,2937,"Manorsville, NY",2011-08-06
1402,2938,"Edwardsville, KS",2011-09-16
1403,2939,"Euharlee, GA",2011-06-03
1404,2940,"Arkansas City, KS",2011-04-29
1405,2941,"Franklin, IN",2011-06-24
1406,2942,"Santa Rosa, CA",2011-09-09
1407,2943,"Springfield, TN",2011-10-14
1408,2944,"Memphis, TN",2011-06-17
1409,2945,"Brandon, MS",2011-05-13
1410,2947,"Prescott, AZ",2011-05-13
1411,2948,"Olathe, KS",2011-08-05
1412,2949,"Heber City, UT",2011-06-10
1413,2951,"Paola, KS",2011-08-26
1414,2952,"Mount Holly, NJ",2011-07-29
1415,2953,"Tonganoxie, KS",2011-06-10
1416,2954,"Bellevue, NE",2011-07-15
1417,2955,"Pelahatchie, MS",2011-04-01
1418,2956,"Columbus, GA",2011-05-06
1419,2957,"Holbrook, AZ",2011-07-08
1420,2958,"Old Orchard Beach, ME",2011-06-24
1421,2959,"Sisters, OR",2011-06-25
1422,2960,"Bluemont, VA",2011-07-29
1423,2962,"Las Vegas, NV",2011-05-21
1424,2963,"Weeping Water, NE",2011-08-12
1425,2964,"Mayetta, KS",2011-06-17
1426,2966,"Overland Park, KS",2011-05-20
1427,2967,"Arthur , IL",2011-10-07
1428,2968,"Willowbrook, IL",2011-06-04
1429,2969,"Warrens, WI",2011-09-02
1430,2970,"Monroe City, MO",2011-05-20
1431,2971,"Carrollton, KY",2011-09-09
1432,2972,"Council Bluffs, IA",2011-05-13
1433,2974,"Amarillo, TX",2011-05-27
1434,2975,"Saratoga, NY",2011-07-29
1435,2989,"La Porte City, IA",2011-07-16
1436,2990,"Bel Air, MD",2011-08-12
1437,2991,"Merrimack, NH",2011-06-17
1438,2995,"Grand Rapids, MI",2011-07-22
1439,2996,"Lincolnton, NC",2011-06-03
1440,2998,"Kearney, MO",2011-09-16
1441,2999,"Blue Springs, MO",2011-09-09
1442,3000,"Morden Manitoba, CN",2011-08-27
1443,3002,"Upper Marlboro, MD",2011-06-03
1444,3003,"Excelsior Springs, MO",2011-08-19
1445,3005,"Columbia, MO",2011-05-06
1446,3006,"Olathe, KS",2011-07-22
1447,3007,"Greer, SC",2011-08-26
1448,3008,"Ottumwa, IA",2011-06-10
1449,3009,"Cle Elum, WA",2011-07-22
1450,3010,"Lawrence, KS",2011-05-06
1451,3011,"Valley Center, KS",2011-05-06
1452,3012,"Kenosha, WI",2011-08-26
1453,3014,"Armada, MI",2011-06-03
1454,3015,"Wilson, NY",2011-06-17
1455,3022,"Omaha, NE",2011-06-10
1456,3037,"Buffalo, NY",2011-08-05
1457,3041,"Shawnee, KS",2011-09-23
1458,3042,"Sedona, AZ",2011-07-22
1459,3043,"Suquamish, WA",2011-09-04
1460,3044,"Lee''s Summit, MO",2011-07-29
1461,3045,"Tuscumbia, MO",2011-08-12
1462,3046,"Boise, ID",2011-07-22
1463,3048,"Cookeville, TN",2011-09-09
1464,3051,"Westport, CT",2011-09-24
1465,3052,"Windsor, VT",2011-07-22
1466,3053,"Columbia, MO",2011-09-09
1467,3054,"Ames, IA",2011-09-03
1468,3055,"White Sulphur Springs, MT",2011-07-29
1469,3058,"North Wildwood, NJ",2011-07-08
1470,3059,"Connersville, IN",2011-09-03
1471,3060,"York, PA",2011-09-09
1472,3061,"Dodge City, KS",2011-07-29
1473,3062,"Woodstock, VA",2011-10-21
1474,3064,"Kingston, RI",2012-07-21
1475,3096,"Clarksville, TN",2011-06-17
1476,3097,"Gettysburg, PA",2012-07-13
1477,3098,"Artesia, NM",2012-06-29
1478,3099,"Pine Bluff, AR",2011-09-16
1479,3100,"Tracys Landing, MD",2011-09-03
1480,3101,"Litchfield, IL",2011-09-16
1481,3102,"Grafton, WI",2011-08-20
1482,3104,"Greenfield, MA",2011-10-07
1483,3105,"Kansas City, MO",2011-09-29
1484,3120,"Dubuque, IA",2011-09-03
1485,3121,"Langley, OK",2012-05-18
1486,3122,"Edenton, NC",2012-04-27
1487,3124,"Lexington, NC",2012-04-27
1488,3125,"Valley Center, KS",2012-06-01
1489,3126,"Gillette, WY",2011-08-12
1490,3128,"Kansas City, MO",2011-09-29
1491,3129,"Lynchburg, TN",2011-10-21
1492,3131,"Lake Havasu City, AZ",2012-01-27
1493,3133,"Worthington, MN",2011-09-16
1494,3140,"Jonesboro, AR",2011-09-30
1495,3141,"Vista, CA",2011-12-09
1496,3142,"Vista, CA",2011-12-10
1497,3143,"Hampton, VA",2011-09-09
1498,3144,"Tuxedo, NC",2011-10-08
1499,3146,"Abilene, KS",2012-05-18
1500,3147,"Kennett, MO",2012-04-06
1501,3148,"Tupelo, MS",2012-03-16
1502,3150,"Apex, NC",2012-06-22
1503,3151,"Covington, VA",2012-06-29
1504,3152,"Corinth, MS",2011-09-30
1505,3166,"Buena Park, CA",2011-12-30
1506,3167,"Buena Park, CA",2011-12-31
1507,3168,"Waxhaw, NC",2011-10-08
1508,3169,"Washington Island, WI",2012-08-24
1509,3170,"St. Joseph, MO",2012-05-04
1510,3171,"Lewisburg, TN",2012-05-25
1511,3172,"Benton, KY",2012-03-30
1512,3173,"Whiting, IA",2012-07-03
1513,3174,"Slidell, LA",2012-03-30
1514,3175,"Steeleville, IL",2012-05-18
1515,3176,"Pensacola, FL",2012-03-02
1516,3177,"New London, CT",2011-10-14
1517,3178,"Manhattan, KS",2012-05-11
1518,3179,"Mesa, AZ",2011-12-09
1519,3180,"Mesa, AZ",2011-12-10
1520,3181,"Bakersfield, CA",2012-05-18
1521,3187,"Tryon, NC",2012-06-08
1522,3199,"Antioch, CA",2011-11-11
1523,3200,"Young Harris, GA",2012-01-27
1524,3204,"McLouth, KS",2012-06-01
1525,3205,"Girard, KS",2012-06-30
1526,3206,"Holbrook, AZ",2012-07-06
1527,3207,"Costa Mesa, CA",2012-06-08
1528,3208,"Cornelia, GA",2012-04-20
1529,3209,"Surprise, AZ",2012-03-02
1530,3210,"Norman, OK",2012-07-13
1531,3211,"Hartselle, AL",2012-05-18
1532,3212,"Mobile, AL",2012-03-09
1533,3213,"Gillette, WY",2012-08-03
1534,3214,"Ashland, MS",2012-05-04
1535,3216,"Lakeland, FL",2012-01-27
1536,3217,"Wildomar, CA",2012-04-06
1537,3218,"Council Bluffs, IA",2012-07-27
1538,3219,"Boulder City, NV",2012-05-25
1539,3220,"Topeka, KS",2012-05-25
1540,3221,"Washington, MO",2012-04-20
1541,3222,"Laurie, MO",2012-08-03
1542,3223,"Lake Placid, NY",2012-06-29
1543,3224,"La Platte, NE",2012-08-17
1544,3225,"Enid, OK",2012-04-20
1545,3226,"Huron, SD",2012-06-01
1546,3227,"Edmond, OK",2012-05-25
1547,3229,"Storm Lake, IA",2012-06-15
1548,3230,"Cleveland, TN",2012-07-27
1549,3231,"Fair Oaks, IN",2012-06-01
1550,3237,"Bixby, OK",2011-05-07
1551,3238,"Easton, MD",2011-07-22
1552,3240,"Columbia, MO",2012-02-24
1553,3241,"Harvard, MA",2012-09-15
1554,3242,"Claremore, OK",2012-05-11
1555,3243,"Columbia, MO",2012-05-04
1556,3244,"Craig, CO",2012-08-03
1557,3245,"Lansing, KS",2012-05-04
1558,3246,"Lawrence, KS",2012-05-04
1559,3247,"Kings Mountain, NC",2012-04-20
1560,3248,"North Platte, NE",2012-05-04
1561,3249,"Connersville, IN",2012-09-01
1562,3250,"Winder, GA",2012-09-07
1563,3251,"Dodge City, KS",2012-07-27
1564,3252,"Chesapeake City, VA",2012-05-18
1565,3253,"Cumberland, MD",2012-08-17
1566,3254,"Murphysboro, IL",2012-09-20
1567,3255,"Liberty, IN",2012-05-05
1568,3256,"Vermillion, SD",2012-09-07
1569,3257,"Laramie, WY",2012-07-20
1570,3258,"Springfield, KY",2012-10-05
1571,3259,"Bixby, OK",2012-05-04
1572,3260,"Tracy''s Landing, MD",2012-09-01
1573,3261,"Young Harris, GA",2012-05-25
1574,3262,"Omaha, NE",2012-09-01
1575,3263,"Springfield, MO",2012-04-20
1576,3264,"McPherson, KS",2012-08-24
1577,3267,"Fulton, MS",2012-08-17
1578,3268,"Rio Rancho, NM",2012-07-06
1579,3269,"Worland, WY",2012-08-17
1580,3270,"Salisbury, MD",2012-04-20
1581,3271,"Stillwater, OK",2012-04-06
1582,3272,"Fryeburg, ME",2012-08-04
1583,3273,"Frederick, MD",2012-06-15
1584,3274,"Parker, CO",2012-08-31
1585,3277,"Salisbury, NC",2012-09-21
1586,3281,"Mason City, IA",2012-07-27
1587,3292,"Nanaimo, BC",2012-07-14
1588,3293,"Mesa, AZ",2012-01-21
1589,3294,"Overland Park, KS",2012-04-20
1590,3295,"Coalville, UT",2012-06-29
1591,3296,"Oakland, CA",2012-07-06
1592,3298,"Great Bend, KS",2012-02-24
1593,3299,"Hernando, MS",2012-06-15
1594,3300,"Mears, MI",2012-09-07
1595,3301,"Fayetteville, AR",2012-09-28
1596,3302,"Dillard, GA",2012-08-03
1597,3303,"Fairbault, MN",2012-05-18
1598,3304,"Auburn Hills, MI",2012-06-22
1599,3305,"Osage City, KS",2012-04-06
1600,3306,"Franklin, IN",2012-06-22
1601,3307,"Bellevue, NE",2012-07-20
1602,3309,"Frisco, CO",2012-06-14
1603,3310,"Westmont, IL",2012-05-26
1604,3311,"Merrimack, NH",2012-06-15
1605,3312,"Huntsville, AL",2012-05-04
1606,3313,"New Holland, PA",2012-08-24
1607,3314,"Quapaw, OK",2012-08-31
1608,3315,"Lenexa, KS",2012-06-22
1609,3316,"Lincoln, IL",2012-08-24
1610,3317,"Yates Center, KS",2012-09-07
1611,3318,"Zanndam~Netherlands, NL",2012-04-21
1612,3325,"Lee''s Summit, MO",2012-06-01
1613,3326,"Hays, KS",2012-07-20
1614,3327,"Raytown, MO",2012-06-08
1615,3328,"Mission, KS",2012-09-14
1616,3329,"Richmond, VA",2012-09-07
1617,3331,"Montello, WI",2012-06-08
1618,3332,"State Center, IA",2012-06-16
1619,3334,"Omaha, NE",2012-09-28
1620,3335,"Wilson, NY",2012-06-15
1621,3336,"Scott City, KS",2012-09-14
1622,3337,"Shawnee, KS",2012-09-21
1623,3338,"Suquamish, WA",2012-09-02
1624,3339,"Florence, CO",2012-10-19
1625,3340,"Marshalltown, IA",2012-06-22
1626,3341,"Ponca City, OK",2012-09-14
1627,3342,"Seymour, MO",2012-06-22
1628,3343,"Lyons, GA",2012-10-12
1629,3344,"Sugar Creek, MO",2012-04-27
1630,3345,"Kenosha, WI",2012-08-24
1631,3346,"Gadsden, AL",2012-04-13
1632,3348,"Munfordville, KY",2012-10-19
1633,3349,"Lakeport, CA",2012-08-24
1634,3350,"Indio, CA",2012-04-27
1635,3351,"Owatonna, MN",2012-06-01
1636,3352,"Chandler, OK",2012-06-15
1637,3353,"Myrtle Beach, SC",2012-08-31
1638,3354,"Rome, GA",2012-09-28
1639,3355,"Calhoun, GA",2012-04-27
1640,3356,"Fredericksburg, VA",2012-05-04
1641,3362,"McLouth, KS",2011-06-03
1642,3369,"Vandiver, AL",2012-05-25
1643,3370,"Jeffersonville, IN",2012-06-15
1644,3371,"Santa Clara, CA",2012-06-29
1645,3372,"Vista, CA",2012-08-03
1646,3373,"Shawnee, OK",2012-09-28
1647,3376,"Olathe, KS",2012-05-18
1648,3377,"Penn Valley, CA",2012-07-20
1649,3378,"Columbia, MO",2012-09-21
1650,3379,"North Kansas City, MO",2012-03-09
1651,3380,"Hammond, LA",2012-03-23
1652,3381,"Pleasant Hill, MO",2012-03-30
1653,3382,"Columbus, GA",2012-04-27
1654,3384,"Annapolis, MD",2012-05-04
1655,3385,"Rome, GA",2012-05-11
1656,3386,"Waynesboro, GA",2012-05-11
1657,3387,"West Des Moines, IA",2012-05-26
1658,3388,"Rochester, NY",2012-05-26
1659,3389,"Armada, MI",2012-06-01
1660,3390,"Memphis, TN",2012-06-01
1661,3393,"Fredonia, KS",2012-06-08
1662,3394,"Meridian, ID",2012-06-30
1663,3395,"Greenwood, SC",2012-07-13
1664,3396,"Louisa, VA",2012-07-20
1665,3397,"Waterloo, IA",2012-07-20
1666,3398,"South Bend, IN",2012-07-20
1667,3399,"Bluemont, VA",2012-07-27
1668,3400,"Iola, KS",2012-07-27
1669,3401,"Palmyra, VA",2012-06-22
1670,3402,"Jefferson City, MO",2012-04-20
1671,3403,"Middletown, DE",2012-05-18
1672,3404,"Pueblo, CO",2012-06-08
1673,3405,"Marietta, OH",2012-06-08
1674,3406,"Hamburg, NY",2012-06-22
1675,3407,"Glasgow, MO",2012-07-20
1676,3408,"New Palestine, IN",2012-07-27
1677,3410,"Windsor, VT",2012-07-27
1678,3412,"Manorville, NY",2012-08-04
1679,3413,"Franklin, NC",2012-08-10
1680,3414,"Dillon, CO",2012-08-10
1681,3415,"McMinnville, TN",2012-08-10
1682,3416,"Rochester, MN",2012-08-10
1683,3417,"Weepingwater, NE",2012-08-10
1684,3418,"Excelsior Springs, MO",2012-08-17
1685,3419,"Eliot, ME",2012-08-11
1686,3420,"Grafton, WI",2012-08-17
1687,3421,"New Paltz, NY",2012-08-18
1688,3422,"Kennesaw, GA",2012-08-24
1689,3423,"Monroe, MI",2012-08-25
1690,3424,"Amelia Island, FL",2012-08-24
2140,4088,"Glasgow, MO",2013-07-19
1691,3425,"Albert Lea, MN",2012-08-24
1692,3426,"Nevada, IA",2012-08-24
1693,3427,"Wynne, AR",2012-06-08
1694,3428,"Wellsville, MO",2012-07-13
1695,3429,"Madison, IN",2012-08-17
1696,3430,"Marshall, MN",2012-08-17
1697,3431,"Greer, SC",2012-08-24
1698,3432,"Mesquite, NV",2012-08-31
1699,3433,"Bedford, TX",2012-09-01
1700,3434,"Rogers, AR",2012-04-27
1701,3435,"Brockport, NY",2012-07-06
1702,3436,"Sallisaw, OK",2012-06-01
1703,3437,"Canon City, CO",2012-06-01
1704,3438,"Troy, NY",2012-07-14
1705,3439,"Bel Air , MD",2012-08-10
1706,3440,"Millington, TN",2012-09-07
1707,3441,"Quincy, IL",2012-09-07
1708,3443,"Grand Junction, CO",2012-09-07
1709,3444,"Blue Springs, MO",2012-09-07
1710,3446,"Decatur, AL",2012-09-14
1711,3447,"Litchfield, IL",2012-09-14
1712,3449,"Clarence, NY",2012-09-21
1713,3450,"Owensboro, KY",2012-09-21
1714,3451,"Tulsa, OK",2012-09-21
1715,3452,"Seaside Heights, NJ",2012-09-22
1716,3453,"Garden City, KS",2012-09-21
1717,3454,"Dana Point, CA",2012-09-28
1718,3455,"Harrisburg, PA",2012-10-05
1719,3457,"Jonesboro, AR",2012-10-05
1720,3458,"Greenfield, MA",2012-10-05
1721,3459,"Cullman, AL",2012-10-11
1722,3460,"Centralia, MO",2012-10-19
1723,3461,"Rocky Mount, NC",2012-10-12
1724,3462,"Libertyville, IL",2012-10-19
1725,3463,"Independence, MO",2012-10-12
1726,3464,"De Soto, KS",2012-10-12
1727,3465,"Parsons, KS",2012-10-19
1728,3467,"Nelsonville, OH",2012-10-19
1729,3468,"Woodstock, VA",2012-10-19
1730,3470,"Fort Smith, AR",2012-10-20
1731,3471,"White County, GA",2012-10-26
1732,3472,"Fort Gibson, OK",2012-10-26
1733,3473,"Butler, MO",2012-10-26
1734,3474,"Cumming, GA",2012-11-16
1735,3475,"Demopolis, AL",2012-11-30
1736,3476,"Harrison, AR",2012-11-02
1737,3478,"Hannibal, MO",2012-06-01
1738,3479,"Placerville, CA",2012-09-21
1739,3480,"Green Lane, PA",2012-05-11
1740,3481,"Tonganoxie, KS",2012-06-08
1741,3482,"Carrollton, KY",2012-09-07
1742,3484,"Long Beach, CA",2012-05-11
1743,3485,"Grandview, MO",2012-05-04
1744,3486,"West Palm Beach, FL",2012-03-23
1745,3490,"Mesa, AZ",2012-03-23
1746,3491,"Atlanta, GA",2012-09-14
1747,3500,"Lee''s Summit, MO",2012-07-27
1748,3501,"Worthington, MN",2012-09-14
1749,3502,"Jackson, MS",2012-10-12
1750,3505,"Tampa, FL",2012-02-17
1751,3506,"Ocala, FL",2012-03-02
1752,3507,"Baton Rouge, LA",2012-03-09
1753,3508,"Westworth Village, TX",2012-03-16
1754,3509,"Midwest City, OK",2012-03-23
1755,3510,"Las Vegas, NV",2012-04-20
1756,3511,"Salt Lake City, UT",2012-04-27
1757,3512,"Thornton, CO",2012-05-04
1758,3513,"Albuquerque, NM",2012-05-11
1759,3514,"Lenexa, KS",2012-05-18
1760,3516,"Tuscon, AZ",2012-04-06
1761,3517,"San Diego, CA",2012-04-13
1762,3518,"Austin, TX",2012-05-25
1763,3519,"Marietta, GA",2012-06-01
1764,3521,"North Charleston, SC",2012-06-15
1765,3522,"Greensboro, NC",2012-06-22
1766,3523,"Canton, OH",2012-06-29
1767,3524,"Southgate, MI",2012-07-06
1768,3525,"Madison, WI",2012-07-13
1769,3526,"Woodbury, MN",2012-07-20
1770,3527,"Des Moines, IA",2012-07-27
1771,3528,"Rockford, IL",2012-08-03
1772,3529,"Pittsburgh, PA",2012-08-10
1773,3530,"Medford, NY",2012-08-17
1774,3531,"Pleasantville, NJ",2012-08-24
1775,3532,"Laurel, MD",2012-09-07
1776,3533,"Chesapeake, VA",2012-09-14
1777,3534,"Hendersonville, TN",2012-09-21
1778,3535,"St. Charles, MO",2012-09-28
1779,3536,"Bentonville, AR",2012-10-12
1780,3538,"Arcadia, CA",2012-03-09
1781,3539,"Ames, IA",2012-04-20
1782,3540,"Temecula, CA",2012-06-22
1783,3541,"Anaheim, CA",2012-06-30
1784,3542,"Anaheim, CA",2012-06-29
1785,3544,"Morton, IL",2012-07-27
1786,3545,"Poteau, OK",2012-10-19
1787,3546,"Las Vegas, NV",2012-03-30
1788,3547,"Winchester, TN",2012-04-20
1789,3548,"Evans, GA",2012-05-25
1790,3549,"Lincolnton, NC",2012-06-01
1791,3550,"Belleville, IL",2012-06-15
1792,3551,"Okemah, OK",2012-06-22
1793,3552,"Washingtnn, DC",2012-06-23
1794,3553,"Cameron, MO",2012-06-29
1795,3554,"Benton, IL",2012-07-06
1796,3555,"Santa Rosa, CA",2012-07-13
1797,3556,"Weston, MO",2012-07-14
1798,3557,"Winnipeg, Manitoba, CN",2012-08-17
1799,3558,"Kearney, MO",2012-09-14
1800,3559,"Kansas City, MO",2012-10-04
1801,3560,"Laurens, SC",2012-10-05
1802,3561,"Shelby, NC",2012-11-02
1803,3562,"Plant City, FL",2012-11-16
1804,3563,"Brandon, MS",2012-05-11
1805,3564,"Edenton, NC",2012-04-28
1806,3567,"Paola, KS",2012-08-24
1807,3568,"York, PA",2012-09-07
1808,3578,"Gainesville, GA",2012-11-09
1809,3579,"Lamar, CO",2012-05-11
1810,3589,"Brentwood, CA",2012-05-26
1811,3590,"Huntsville, AL",2012-06-08
1812,3593,"Staten Island, NY",2012-04-21
1813,3594,"Ontario, CA",2012-05-04
1814,3595,"Effingham, IL",2012-06-22
1815,3597,"Columbus, MS",2012-08-24
1816,3598,"Shenandoah, VA",2012-09-21
1817,3599,"Topeka, KS",2012-10-12
1818,3600,"Santee, CA",2012-10-12
1819,3602,"Platte City, MO",2012-05-11
1820,3603,"Council Bluffs, IA",2012-05-11
1821,3604,"Monroe City, MO",2012-05-18
1822,3605,"Sevierville, TN",2012-05-18
1823,3606,"Scottsdale, AZ",2012-05-19
1824,3607,"Upper Marlboro, MD",2012-06-01
1825,3608,"Marysville, KS",2012-06-01
1826,3609,"Mayetta, KS",2012-06-08
1827,3610,"Euharlee, GA",2012-06-15
1828,3613,"Kingsford, MI",2012-07-20
1829,3614,"Burlington, KS",2012-07-20
1830,3615,"Jasper, IN",2012-08-03
1831,3616,"Cape Girardeau, MO",2012-08-24
1832,3617,"Warrens, WI",2012-08-31
1833,3618,"Hedgesville, WV",2012-09-07
1834,3619,"Arthur, IL",2012-10-12
1835,3620,"Arkansas City, KS",2012-04-27
1836,3621,"Clarksville, TN",2012-06-22
1837,3622,"Florissant, MO",2012-05-11
1838,3628,"Billings, MT",2012-08-15
1839,3629,"Waxhaw, NC",2012-10-12
1840,3630,"Kirksville, MO",2012-09-07
1841,3633,"Mesa, AZ",2012-03-24
1842,3635,"Brentwood, CA",2012-05-27
1843,3636,"Ashland, MS",2012-08-24
1844,3637,"Memphis, TN",2012-04-21
1845,3638,"Cookeville, TN",2012-09-07
1846,3640,"Williams, AZ",2012-06-15
1847,3641,"Nashville, TN",2012-08-24
1848,3642,"Windsor, MO",2012-08-31
1849,3643,"Bonner Springs, KS",2012-08-24
1850,3660,"North Bend, OR",2012-05-25
1851,3661,"Ottumwa, IA",2012-06-08
1852,3662,"Davenport, IA",2012-06-15
1853,3663,"Westminster, CA",2012-08-17
1854,3665,"Liberal, KS",2012-08-03
1855,3666,"Coquille, OR",2012-09-07
1856,3667,"Watertown, SD",2012-07-20
1857,3668,"Telluride, CO",2012-09-22
1858,3669,"Danville, IL",2012-09-28
1859,3670,"Needles, CA",2012-10-05
1860,3671,"Sand Springs, OK",2012-10-12
1861,3672,"Harrisonburg, VA",2012-09-01
1862,3673,"Lexington, MA",2012-05-19
1863,3676,"Old Orchard Beach, ME",2012-06-23
1864,3677,"North Wildwood, NJ",2012-07-13
1865,3678,"Tuscumbia, MO",2012-07-27
1866,3679,"Emporia, KS",2012-08-17
1867,3680,"Metropolis, IL",2013-06-28
1868,3681,"Lancaster, CA",2012-10-19
1869,3682,"Montello, WI",2012-09-07
1870,3685,"Denver, CO",2012-06-21
1871,3686,"Montague, CA",2012-07-27
1872,3687,"Kettering, OH",2012-07-13
1873,3688,"St. Charles, IL",2012-06-08
1874,3689,"Lake Ozark, MO",2012-06-01
1875,3690,"Des Moines, IA",2012-09-21
1876,3691,"Fort Bliss, TX",2012-10-12
1877,3696,"Calgary, Alberta, CN",2012-09-01
1878,3697,"Syracuse, NY",2012-07-20
1879,3699,"Leavenworth, KS",2012-09-07
1880,3705,"Xenia, OH",2012-09-28
1881,3715,"Birch Run, MI",2012-08-17
1882,3716,"Kannapolis, NC",2013-05-10
1883,3717,"Grand Rapids, MI",2012-07-27
1884,3718,"Corinth, MS",2012-10-05
1885,3719,"Snohomish, WA",2012-07-21
1886,3720,"Russell, KS",2012-10-05
1887,3721,"Springfield, TN",2012-10-12
